FundataKey|Date|StyleBias|MktCapBias|ModDurationDate|ModDuration|AvgMaturity|ShortTermBond|MidTermBond|LongTermBond|AsOfDate|CreditRating
11621|07/31/2020|||07/31/2020|3.509501|6.66|54.65|29.82|4.44|07/31/2020|-30
11632|07/31/2020|Growth|Large||||||||
11641|07/31/2020|Growth|Mid||||||||
11649|07/31/2020|Growth|Small||||||||
11655|07/31/2020|Growth|Large||||||||
11659|07/31/2020|Blend|Large|||0|0|0|0||
11666|07/31/2020|Growth|Mid||||||||
11672|07/31/2020|Growth|Large||||||||
11675|07/31/2020|Growth|Small||||||||
11681|07/31/2020|Growth|Large||||||||
11685|07/31/2020|Blend|Large|||0|0|0|0||
11691|08/31/2020|Growth|Large||||||||
11692|08/31/2020|||08/31/2020|7.52995|12.96|25.65|23.03|37.95|08/31/2020|60
11693|08/31/2020|||08/31/2020|7.311296|10.62|29.73|25.19|30.7|08/31/2020|50
11695|08/31/2020|Growth|Large||||||||
11699|08/31/2020|Blend|Mid||||||||
11700|08/31/2020|||08/31/2020|2.523323|2.93|65.46|14.31||08/31/2020|60
11701|08/31/2020|Growth|Large||||||||
11703|05/31/2020|Growth|Large||||||||
11704|05/31/2020|Growth|Large|||8.13|6.69|4.55|9.31||
11707|07/31/2020|Growth|Large||||||||
11708|05/31/2020||||||||||
11710|07/31/2020|Growth|Large||||||||
11711|07/31/2020|Growth|Large||||||||
11712|07/31/2020|Growth|Large|07/31/2020|7.776702||5.21|2.37|5.22|07/31/2020|60
11713|07/31/2020|Growth|Large||||||||
11715|07/31/2020|Growth|Large|06/30/2020|4.534672|6.29|12.76|8.38|6.29|06/30/2020|40
11716|07/31/2020|||07/31/2020|8.056742|10.16|31.5|21.55|41.65|07/31/2020|70
11717|07/31/2020|||07/31/2020|8.580444|10.02|31.57|18.66|41.19|07/31/2020|60
11718|07/31/2020|Growth|Large|07/31/2020|7.807781||10.28|5.77|11.07|07/31/2020|60
11720|07/31/2020|Growth|Large|07/31/2020|8.435751||18.28|10.02|22.66|07/31/2020|60
11721|07/31/2020|Growth|Large||||||||
11722|07/31/2020|Growth|Large||||||||
11723|07/31/2020|Blend|Large||||||||
11724|07/31/2020|Growth|Large||||||||
11725|07/31/2020|Growth|Large|07/31/2020|6.846382||11.85|4|8.84|07/31/2020|60
11726|07/31/2020|Growth|Large|07/31/2020|8.34635|9.93|12.11|6.93|14.79|07/31/2020|60
11727|07/31/2020|Growth|Large||||||||
11728|07/31/2020|Growth|Large||||||||
11729|07/31/2020|Growth|Large||||||||
11730|07/31/2020|Growth|Large||||||||
11731|07/31/2020|Growth|Large||||||||
11732|07/31/2020|Growth|Large|06/30/2020|9.2786|8.57|19.71|15.02|32.6|06/30/2020|60
11733|07/31/2020|Growth|Large||||||||
11734|07/31/2020|Growth|Large|07/31/2020|7.728988||22.67|11.85|20.41|07/31/2020|60
11735|07/31/2020|Growth|Large|06/30/2020|9.988234|8.94|6.42|5.61|12.12|06/30/2020|60
11736|07/31/2020|||07/31/2020|3.437628|3.7|65.61|21.16|8.92|07/31/2020|90
11737|07/31/2020||||||0|0|0||
11738|07/31/2020|Growth|Large||||||||
11739|07/31/2020|Blend|Large|07/31/2020|8.172573|10.19|23.48|15.58|28.57|07/31/2020|70
11740|07/31/2020|Growth|Large||||||||
11741|07/31/2020|Growth|Large|07/31/2020|8.105203|11.07|10.4|9.97|12.25|07/31/2020|60
11743|07/31/2020|Growth|Large|07/31/2020|8.077343||15.26|8.05|17.59|07/31/2020|60
11744|07/31/2020|Growth|Mid||||||||
11745|07/31/2020||||||||||
11746|07/31/2020||||||0|0|0||
11747|07/31/2020|Growth|Large||||||||
11748|07/31/2020||||||||||
11749|07/31/2020|Growth|Mid||||||||
11751|07/31/2020|Growth|Large||||||||
11752|07/31/2020|Growth|Large||||||||
11753|07/31/2020|Growth|Large||||||||
11754|07/31/2020|Growth|Large|07/31/2020|7.776702||5.21|2.37|5.22|07/31/2020|60
11755|07/31/2020|Growth|Large||||||||
11757|07/31/2020|Growth|Large|06/30/2020|4.534672|6.29|12.76|8.38|6.29|06/30/2020|40
11758|07/31/2020|||07/31/2020|8.056742|10.16|31.5|21.55|41.65|07/31/2020|70
11759|07/31/2020|||07/31/2020|8.580444|10.02|31.57|18.66|41.19|07/31/2020|60
11760|07/31/2020|Growth|Large|07/31/2020|7.807781||10.28|5.77|11.07|07/31/2020|60
11762|07/31/2020|Growth|Large|07/31/2020|8.435751||18.28|10.02|22.66|07/31/2020|60
11763|07/31/2020|Growth|Large||||||||
11764|07/31/2020|Growth|Large||||||||
11765|07/31/2020|Blend|Large||||||||
11766|07/31/2020|Growth|Large||||||||
11767|07/31/2020|Growth|Large|07/31/2020|6.846382||11.85|4|8.84|07/31/2020|60
11768|07/31/2020|Growth|Large|07/31/2020|8.34635|9.93|12.11|6.93|14.79|07/31/2020|60
11769|07/31/2020|Growth|Large||||||||
11770|07/31/2020|Growth|Large||||||||
11771|07/31/2020|Growth|Large||||||||
11772|07/31/2020|Growth|Large||||||||
11773|07/31/2020|Growth|Large||||||||
11774|07/31/2020|Growth|Large|06/30/2020|9.2786|8.57|19.71|15.02|32.6|06/30/2020|60
11775|07/31/2020|Growth|Large||||||||
11776|07/31/2020|Growth|Large|07/31/2020|7.728988||22.67|11.85|20.41|07/31/2020|60
11777|07/31/2020|Growth|Large|06/30/2020|9.988234|8.94|6.42|5.61|12.12|06/30/2020|60
11778|07/31/2020|||07/31/2020|3.437628|3.7|65.61|21.16|8.92|07/31/2020|90
11779|07/31/2020||||||0|0|0||
11780|07/31/2020|Growth|Large||||||||
11781|07/31/2020|Blend|Large|07/31/2020|8.172573|10.19|23.48|15.58|28.57|07/31/2020|70
11782|07/31/2020|Growth|Large||||||||
11783|07/31/2020|Growth|Large|07/31/2020|8.105203|11.07|10.4|9.97|12.25|07/31/2020|60
11785|07/31/2020|Growth|Large|07/31/2020|8.077343||15.26|8.05|17.59|07/31/2020|60
11786|07/31/2020|Growth|Mid||||||||
11787|07/31/2020||||||||||
11788|07/31/2020||||||0|0|0||
11789|07/31/2020|Growth|Large||||||||
11790|07/31/2020||||||||||
11791|07/31/2020|Growth|Mid||||||||
11793|07/31/2020|Growth|Large||||||||
11796|07/31/2020|Growth|Large|07/31/2020|5.95025||17.13|10.93|11.38|07/31/2020|60
11797|07/31/2020|||07/31/2020|7.473401|7.37|27.83|29.24|40.33|07/31/2020|50
11798|07/31/2020|Growth|Large||||||||
11799|07/31/2020|Growth|Large||||||||
11814|08/31/2020|Blend|Large||||||||
11815|08/31/2020|Blend|Large||||||||
11820|08/31/2020|Blend|Large||||||||
11821|08/31/2020|Blend|Large||||||||
11844|05/31/2020|Growth|Mid||||||||
11847|05/31/2020|Blend|Large||||||||
11861|07/31/2020|Growth|Large||||||||
11867|07/31/2020|||07/31/2020|7.268971|6.51|6.9|3.39|7.09|07/31/2020|60
11872|07/31/2020||||||||||
11875|07/31/2020||||||||||
11876|07/31/2020|Growth|Large||||||||
11877|07/31/2020|||07/31/2020|8.586705|5.18|26.02|21.02|44.14|07/31/2020|60
11878|07/31/2020|||07/31/2020|7.513691|6.01|10.88|5.79|12.12|07/31/2020|60
11882|07/31/2020||||||||||
11884|07/31/2020|||07/31/2020|2.519797|2.63|68.8|14.9||07/31/2020|50
11887|07/31/2020||||||||||
11888|07/31/2020|Growth|Large||||||||
12032|05/31/2020|||||9.72|31.06|22.67|41.04||
12034|05/31/2020|Growth|Large||||||||
12036|05/31/2020|Growth|Large|||9.2|19.49|14.54|30.82||
12038|05/31/2020|||||6.74|57.15|15.67|4.77||
12045|05/31/2020|||||9.72|31.06|22.67|41.04||
12051|05/31/2020|Growth|Large|||9.2|19.49|14.54|30.82||
12053|05/31/2020||||||||||
12054|07/31/2020|Growth|Large||||||||
12056|07/31/2020|Growth|Large||||||||
12058|07/31/2020|Growth|Large|07/31/2020|5.363873|16.88|7.25|1.6|4.06||
12060|07/31/2020|Growth|Large|07/31/2020|5.363873|16.88|7.25|1.6|4.06||
12074|07/31/2020|Growth|Large||||||||
12076|07/31/2020|Growth|Large||||||||
12078|07/31/2020|||07/31/2020|10.92134|18.62|10.82|8.44|41.94|07/31/2020|60
12080|07/31/2020|||07/31/2020|10.92134|18.62|10.82|8.44|41.94|07/31/2020|60
12082|07/31/2020||||||||||
12084|07/31/2020||||||||||
12133|05/31/2020|Growth|Small||||||||
12135|05/31/2020|Growth|Large||||||||
12136|05/31/2020|Blend|Large|||10.79|12.69|9.27|11.18||
12137|05/31/2020|Growth|Small||||||||
12138|05/31/2020|Blend|Large||||||||
12140|04/30/2020|Growth|Large||||||||
12145|05/31/2020|||||9.72|31.06|22.67|41.04||
12149|05/31/2020|Growth|Large||||||||
12151|05/31/2020|Growth|Large|||9.2|19.49|14.54|30.82||
12155|05/31/2020||||||||||
12156|05/31/2020|||||6.74|57.15|15.67|4.77||
12180|05/31/2020|||||9.72|31.06|22.67|41.04||
12182|05/31/2020|Growth|Large||||||||
12184|05/31/2020|Growth|Large|||9.2|19.49|14.54|30.82||
12186|05/31/2020||||||||||
12187|05/31/2020|||||6.74|57.15|15.67|4.77||
12188|05/31/2020|Blend|Large||||||||
12189|05/31/2020|||||9.64|32.18|16.98|41.17||
12204|05/31/2020|Growth|Large||||13.77|14.75|20.06||
12207|05/31/2020|Blend|Large||||||||
12225|05/31/2020|Growth|Large|||8.13|6.69|4.55|9.31||
12228|05/31/2020|Growth|Large||||||||
12229|05/31/2020|||||8.49|19.18|20.86|36.21||
12230|05/31/2020|Growth|Large||||||||
12231|05/31/2020|Growth|Large||||||||
12232|05/31/2020|Growth|Large||||11.69|5.16|7.05||
12233|05/31/2020|Growth|Large||||||||
12234|05/31/2020|Growth|Large||||||||
12235|05/31/2020|||||7.11|52.6|26.9|7.57||
12237|05/31/2020|Growth|Large||||21.62|11.05|15.79||
12240|05/31/2020||||||||||
12241|05/31/2020||||||||||
12242|05/31/2020|||||5.64|40.58|10.97|1.99||
12243|05/31/2020|Growth|Large|||9.08|5.23|5.05|12.33||
12244|05/31/2020|Blend|Large||||||||
12248|05/31/2020|Blend|Large||||||||
12249|05/31/2020||||||8.26|4.31|||
12250|05/31/2020|Blend|Mid||||||||
12252|05/31/2020|Growth|Large||||||||
12254|05/31/2020|Growth|Large||||14.02|6.38|9.31||
12255|05/31/2020|Growth|Mid||||||||
12257|05/31/2020|Growth|Large||||||||
12258|05/31/2020|Growth|Large||||||||
12261|07/31/2020|Growth|Large|07/31/2020|9.117065|14.11|13.55|14.68|21.5|07/31/2020|60
12262|07/31/2020|||07/31/2020|9.220189|13.86|24.42|29.67|40.63|07/31/2020|60
12263|07/31/2020|Growth|Large||||||||
12264|07/31/2020||||||||||
12276|05/31/2020|Growth|Large||||||||
12277|05/31/2020|Growth|Large|||9.38|6.61|4.73|9.94||
12278|05/31/2020|Growth|Large||||||||
12279|05/31/2020|Blend|Mid||||||||
12280|05/31/2020|||||6.05|69.13|17.51|5.85||
12282|05/31/2020|Growth|Large||||||||
12283|05/31/2020|Growth|Large|||9.38|6.61|4.73|9.94||
12284|05/31/2020|Growth|Large||||||||
12285|05/31/2020|Blend|Mid||||||||
12286|05/31/2020|||||6.05|69.13|17.51|5.85||
12288|05/31/2020|Growth|Large||||||||
12290|05/31/2020|Growth|Large||||||||
12291|05/31/2020|Growth|Large|||9.38|6.61|4.73|9.94||
12293|05/31/2020|Growth|Large||||||||
12294|05/31/2020|Growth|Large||||||||
12295|05/31/2020|Growth|Large|||9.38|6.61|4.73|9.94||
12296|05/31/2020|Growth|Large||||||||
12297|05/31/2020|Blend|Mid||||||||
12298|05/31/2020|||||6.05|69.13|17.51|5.85||
12358|04/30/2020|Growth|Large||||||||
12359|04/30/2020|Blend|Large||||||||
12360|04/30/2020|Blend|Large|||9.92|11.28|9.79|11.36||
12361|04/30/2020|||||9.81|25.73|25.14|34.68||
12362|04/30/2020|Blend|Large||||||||
12363|04/30/2020|Blend|Large||||||||
12364|04/30/2020|Blend|Large||||||||
12365|04/30/2020|Blend|Large||||||||
12367|04/30/2020|Blend|Large||||||||
12368|04/30/2020||||||||||
12369|04/30/2020||||||||||
12370|04/30/2020|||||4.69|6.89|1.49|0.32||
12373|04/30/2020|Growth|Small||||||||
12376|05/31/2020|||||10.5|33.11|17.33|43.94||
12377|05/31/2020|Growth|Large||||||||
12378|05/31/2020|Blend|Large|||10.52|26.4|13.1|27.77||
12379|05/31/2020|Growth|Large||||||||
12382|05/31/2020|Blend|Large||||||||
12384|05/31/2020|||||10.52|32.99|16.21|41.89||
12385|05/31/2020||||||||||
12398|07/31/2020|Growth|Large||||||||
12399|07/31/2020|Growth|Large||||||||
12400|07/31/2020|Growth|Large||||||||
12401|07/31/2020||||||||||
12402|07/31/2020|Growth|Large|07/31/2020|7.744451|7.91|22.25|12.57|21.72|07/31/2020|60
12403|07/31/2020|||07/31/2020|7.471164||6.35|3|6.71|07/31/2020|60
12404|07/31/2020|Growth|Large|07/31/2020|8.124214|10.98|10.11|9.68|12.1|07/31/2020|60
12405|07/31/2020|Growth|Large|07/31/2020|7.873394|10.49|11.81|8.26|14.59|07/31/2020|70
12406|07/31/2020|Growth|Large||||||||
12407|07/31/2020|||07/31/2020|8.032391|10.01|31.64|21.85|42.63|07/31/2020|70
12408|07/31/2020|||07/31/2020|7.492726||10.61|5.46|11.38|07/31/2020|60
12409|07/31/2020|Growth|Large|07/31/2020|8.32802||18.35|9.6|23.41|07/31/2020|60
12410|07/31/2020|Growth|Large||||||||
12411|07/31/2020|Growth|Large|07/31/2020|6.886937||14.77|6.72|13.11|07/31/2020|70
12412|07/31/2020|Growth|Large||||||||
12413|07/31/2020|Growth|Large||||||||
12414|07/31/2020|Growth|Large|07/31/2020|8.417233|9.92|11.7|6.97|14.55|07/31/2020|60
12415|07/31/2020|Growth|Large||||||||
12416|07/31/2020|||07/31/2020|3.443736|3.61|65.58|21.61|8.8|07/31/2020|90
12417|07/31/2020|Growth|Large||||||||
12418|07/31/2020|Growth|Mid||||||||
12419|07/31/2020||||||||||
12420|07/31/2020|Blend|Large|07/31/2020|8.283335|9.96|23.24|14.8|29.51|07/31/2020|70
12421|07/31/2020|Growth|Large||||||||
12422|07/31/2020|Growth|Large||||||||
12423|07/31/2020|Growth|Large|06/30/2020|5.967832||18.98|10.36|12.13|06/30/2020|20
12424|07/31/2020|Growth|Large||||||||
12425|07/31/2020|Growth|Large||||||||
12426|07/31/2020|Growth|Large||||||||
12427|07/31/2020|Growth|Large||||||||
12428|07/31/2020|Growth|Large|06/30/2020|9.182625|8.53|6.03|5.05|12.46|06/30/2020|50
12429|07/31/2020|Growth|Large|06/30/2020|9.270224|8.28|20.12|15.63|30.31|06/30/2020|60
12430|07/31/2020|Growth|Large||||||||
12431|07/31/2020|Growth|Large||||||||
12432|07/31/2020|||06/30/2020|8.156522||32.86|16.19|42.17|06/30/2020|60
12433|07/31/2020||||||||||
12434|07/31/2020|Blend|Mid||||||||
12435|07/31/2020||||||0|0|0||
12436|07/31/2020|Growth|Large|07/31/2020|7.948933||15.3|7.76|18.19|07/31/2020|60
12437|07/31/2020||||||||||
12438|07/31/2020|Growth|Large|07/31/2020|7.874532|10.44|14.89|9.95|19.21|07/31/2020|70
12440|07/31/2020|Growth|Large||||||||
12442|07/31/2020|Growth|Large||||||||
12457|07/31/2020|||||11.32|10.19|5.48|7.9||
12458|07/31/2020|Growth|Large||||||||
12459|07/31/2020|||||11.67|21.06|11.13|17.19||
12461|07/31/2020|Growth|Large||||||||
12488|07/31/2020|Growth|Large|07/31/2020|6.932394|0|11.31|10.33|9.6|07/31/2020|70
12489|07/31/2020|||07/31/2020|8.756676|10.19|18.79|39.64|37.06|07/31/2020|70
12490|07/31/2020|Growth|Large|07/31/2020|7.03646|9.54|11.21|11.13|9.75|07/31/2020|70
12491|07/31/2020|Growth|Large||||||||
12494|07/31/2020||||||||||
12495|07/31/2020|Growth|Small||||||||
12496|07/31/2020|Growth|Large||||||||
12497|07/31/2020|Growth|Large||||||||
12498|06/30/2020|Growth|Large||||||||
12501|06/30/2020|Growth|Large||||||||
12502|06/30/2020|||06/30/2020|9.524487|10.96|18.58|19.68|57.36|06/30/2020|40
12504|06/30/2020||||||||||
12506|07/31/2020|||07/31/2020|7.708801|20|11.92|6.46|12.74|07/31/2020|60
12510|07/31/2020|Growth|Large||||||||
12511|07/31/2020|||07/31/2020|8.526141|9.09|27.82|20.21|39.84|07/31/2020|60
12512|07/31/2020|Growth|Large||||||||
12522|07/31/2020|Growth|Large|07/31/2020|8.186903|8.38|7.61|5.28|17.18|07/31/2020|70
12523|07/31/2020|||07/31/2020|2.897288|5.52|71.41|17.05|1.26|07/31/2020|60
12524|07/31/2020|||07/31/2020|8.180467|9.19|18.1|23.84|55.06|07/31/2020|70
12525|07/31/2020|Growth|Large||||||||
12526|07/31/2020||||||||||
12527|07/31/2020|Growth|Large|07/31/2020|7.647664|9.42|8.28|4.84|24|07/31/2020|70
12530|07/31/2020|Growth|Large||||||||
12534|07/31/2020|Growth|Large||||||||
12535|07/31/2020|Growth|Large||||||||
12536|08/31/2020|Blend|Large|||29|0|0|1.46||
12537|08/31/2020|Growth|Large||||||||
12538|08/31/2020|Growth|Large||||||||
12539|08/31/2020|Growth|Large|08/31/2020|5.536187||11.9|5.54|5.81|08/31/2020|70
12540|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
12541|08/31/2020|Growth|Large||||||||
12542|08/31/2020|Blend|Large||||||||
12543|08/31/2020|Growth|Mid||||||||
12544|08/31/2020|Growth|Large||||||||
12545|08/31/2020|Growth|Mid||||||||
12546|08/31/2020||||||||||
12547|08/31/2020|Growth|Large||||||||
12564|08/31/2020|Growth|Large||||||||
12568|07/31/2020|Growth|Large|07/31/2020|5.915819||17.27|8.36|10.52|07/31/2020|40
12570|07/31/2020|Growth|Large|07/31/2020|6.400774||31.27|13.15|22.45||
12583|06/30/2020|||06/30/2020|8.893742|11.96|28.62|18.89|47.78|06/30/2020|50
12584|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
12589|06/30/2020|Growth|Large||||||||
12590|07/31/2020|Growth|Large|07/31/2020|5.262265||10.47|5.01|5.07|07/31/2020|30
12594|07/31/2020|Growth|Large|07/31/2020|6.276887||23.55|10.83|16.33||
12606|08/31/2020|Growth|Large||||||||
12617|07/31/2020|Growth|Large|07/31/2020|5.915819||17.27|8.36|10.52|07/31/2020|40
12629|06/30/2020|Growth|Large|06/30/2020|9.167531|10.69|9.78|4.7|14.17|06/30/2020|60
12630|06/30/2020|||06/30/2020|8.893742|11.96|28.62|18.89|47.78|06/30/2020|50
12635|06/30/2020|Growth|Large||||||||
12636|07/31/2020|Growth|Large|07/31/2020|5.262265||10.47|5.01|5.07|07/31/2020|30
12638|08/31/2020|Growth|Large||||||||
12639|10/31/2019|Growth|Large||||||||
12642|07/31/2020|Growth|Large|07/31/2020|6.276887||23.55|10.83|16.33||
12650|08/31/2020|Growth|Large||||||||
12653|06/30/2020|Growth|Large||||||||
12654|06/30/2020|Growth|Large||||||||
12655|06/30/2020|Growth|Large||||||||
12659|07/31/2020|Growth|Large||||||||
12664|06/30/2020|Growth|Large||||||||
12667|06/30/2020|Growth|Large||||||||
12673|06/30/2020|||06/30/2020|2.718967||83.29|16.3||06/30/2020|80
12674|06/30/2020|Growth|Large||||||||
12675|06/30/2020|Growth|Large||||||||
12676|06/30/2020||||||||||
12677|06/30/2020|Growth|Small||||||||
12678|06/30/2020|Growth|Large||||||||
12679|06/30/2020|Growth|Large||||||||
12683|07/31/2020|Growth|Large||||0|0|0||
12697|06/30/2020|Growth|Large||||||||
12765|07/31/2020|Growth|Large|07/31/2020|7.172741|8.52|9.97|6.53|10.92|07/31/2020|50
12766|07/31/2020|Growth|Large||||||||
12768|07/31/2020|Growth|Large||||||||
12769|07/31/2020|Growth|Large||||||||
12773|12/31/2019|Blend|Large|||4.28|37.68|15.18|3.72||
12783|07/31/2020|Blend|Small||||||||
12806|12/31/2019||||||||||
12844|08/31/2020|Growth|Large||||||||
12845|08/31/2020|Growth|Large||||||||
12846|08/31/2020|Growth|Mid||||||||
12847|08/31/2020|Growth|Mid||||||||
12848|08/31/2020|Growth|Mid||||||||
12849|08/31/2020|Growth|Mid||||||||
12850|08/31/2020|Growth|Large||||||||
12851|08/31/2020|Growth|Large||||||||
12852|08/31/2020|Blend|Large||||||||
12853|08/31/2020|Blend|Large||||||||
12854|08/31/2020|Growth|Large|08/31/2020|4.057539||13.14|4.37|3.09|08/31/2020|40
12855|08/31/2020|Growth|Large|08/31/2020|4.057539||13.14|4.37|3.09|08/31/2020|40
12856|08/31/2020|Growth|Large||||||||
12857|08/31/2020|Growth|Large||||||||
12858|08/31/2020|Growth|Large||||||||
12859|08/31/2020|Growth|Large||||||||
12860|08/31/2020|||08/31/2020|7.716008|12.57|25.66|22.82|41.04|08/31/2020|60
12861|08/31/2020|||08/31/2020|7.716008|12.57|25.66|22.82|41.04|08/31/2020|60
12862|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
12863|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
12864|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
12865|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
12866|08/31/2020|Growth|Large||||||||
12867|08/31/2020|Growth|Large||||||||
12868|08/31/2020|Growth|Large||||||||
12869|08/31/2020|Growth|Large||||||||
12870|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
12871|08/31/2020|||08/31/2020|7.973261|11.48|25.4|28.54|36.66|08/31/2020|50
12872|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
12873|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
12874|08/31/2020|Growth|Large||||||||
12875|08/31/2020|Growth|Large||||||||
12876|08/31/2020|Growth|Mid||||||||
12877|08/31/2020|Growth|Mid||||||||
12878|08/31/2020|Blend|Large||||||||
12879|08/31/2020|Blend|Large||||||||
12880|08/31/2020|||08/31/2020|2.760026||69.23|16.94||08/31/2020|50
12881|08/31/2020|||08/31/2020|2.760026||69.23|16.94||08/31/2020|50
12882|08/31/2020|Growth|Large||||||||
12883|08/31/2020|Growth|Large||||||||
12884|08/31/2020|Growth|Large||||||||
12885|08/31/2020|Growth|Large||||||||
12886|02/29/2020|Blend|Large||||||||
12887|02/29/2020|Blend|Large||||||||
12888|08/31/2020|Growth|Large|08/31/2020|5.484114|11.32|11.96|5.46|5.74|08/31/2020|70
12889|08/31/2020|Growth|Large|08/31/2020|5.484114|11.32|11.96|5.46|5.74|08/31/2020|70
12890|08/31/2020|||08/31/2020|2.760279|3.04|69.23|16.94||08/31/2020|50
12891|08/31/2020|||08/31/2020|2.760279|3.04|69.23|16.94||08/31/2020|50
12892|08/31/2020|||08/31/2020|5.538544|10.82|37.13|29.33|19.68|08/31/2020|0
12893|08/31/2020|||08/31/2020|5.538544|10.82|37.13|29.33|19.68|08/31/2020|0
12894|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
12895|08/31/2020|Growth|Large|08/31/2020|5.551157|11.32|11.88|5.56|5.83|08/31/2020|70
12896|08/31/2020|Growth|Large||||||||
12897|08/31/2020|Growth|Large||||||||
12898|08/31/2020|Growth|Large||||||||
12899|08/31/2020|Growth|Large||||||||
12900|02/29/2020|Blend|Large||||||||
12901|02/29/2020|Blend|Large||||||||
12902|08/31/2020|Growth|Mid||||||||
12903|08/31/2020|Growth|Mid||||||||
12904|08/31/2020|Growth|Large||||||||
12905|08/31/2020|Growth|Large||||||||
12935|08/31/2020|Growth|Mid||||||||
12980|07/31/2020|Growth|Large|07/31/2020|7.105859|10.92|13.23|7.06|11.36|07/31/2020|40
12981|07/31/2020|Growth|Large|07/31/2020|7.121968|11.13|24.71|11.01|20.98|07/31/2020|40
12982|07/31/2020|Growth|Large|07/31/2020|6.815979|11.18|6.72|3.22|5.23|07/31/2020|40
12983|07/31/2020|Growth|Large|07/31/2020|7.304168|10.91|19.3|8.81|17.08|07/31/2020|40
12984|07/31/2020|Growth|Large|07/31/2020|7.212866|10.84|28.92|12.74|24.62|07/31/2020|40
12993|07/31/2020||||||||||
12994|07/31/2020||||||||||
13001|07/31/2020|Growth|Large|07/31/2020|5.905371|-1.9|10.64|4.5|6.67|07/31/2020|30
13002|07/31/2020|Growth|Large||||||||
13006|07/31/2020|Growth|Large||||||||
13009|07/31/2020||||||||||
13012|07/31/2020||||||||||
13013|07/31/2020|||07/31/2020|2.835431|3.19|59.56|25.96||07/31/2020|50
13015|07/31/2020|||07/31/2020|8.471404|7.15|28.68|22.31|41.14|07/31/2020|60
13016|07/31/2020|Growth|Mid||||||||
13017|07/31/2020|||07/31/2020|7.753768|6.8|32.15|23.79|33.07|07/31/2020|90
13021|07/31/2020|Growth|Small||||||||
13027|08/31/2020|Growth|Small||||||||
13028|08/31/2020|Growth|Large||||||||
13035|07/31/2020|Growth|Large||||||||
13038|06/30/2020|Growth|Large||||||||
13101|05/31/2020|Growth|Large|||12.67|5.32|1.03|14.7||
13105|05/31/2020||||||||||
13110|05/31/2020|Growth|Small||||||||
13123|07/31/2020|Growth|Large||||||||
13124|07/31/2020|Growth|Large||||||||
13125|07/31/2020|Growth|Large|07/31/2020|6.801557||14.22|5.59|11.96|07/31/2020|60
13127|07/31/2020|Growth|Large||||||||
13128|07/31/2020||||||||||
13129|07/31/2020|||07/31/2020|7.724129|12.6|34.14|14.11|37.6|07/31/2020|60
13141|07/31/2020|Growth|Large||||||||
13142|07/31/2020|Growth|Large|07/31/2020|8.212767||10.4|9.5|12.4|07/31/2020|60
13143|07/31/2020|Growth|Large||||||||
