FundataKey|FundservCode|LoadType|ServiceFeeRate|ServiceFeeFrequency
60780|JHN8856|Deferred Sales Charge (Back End Load)||
60781|JHN8857|Deferred Sales Charge (Back End Load)||
60787|NBC2912|Deferred Sales Charge (Back End Load)||
60788|NBC2303|Deferred Sales Charge (Back End Load)||
60789|CCL250|Front End Load||
60790|CCL251|No Load||
60791|NBC2910|Deferred Sales Charge (Back End Load)||
60792|NBC2809|No Load||
60793|NBC2911|Deferred Sales Charge (Back End Load)||
60795|NBC1887|Deferred Sales Charge (Back End Load)||
60796|NBC2811|No Load||
60797|NBC1776|Deferred Sales Charge (Back End Load)||
60906|NBC2304|Deferred Sales Charge (Back End Load)||
60911|NBC1888|Deferred Sales Charge (Back End Load)||
60925|TDB2629|No Load||
60938|JHN1854|Deferred Sales Charge (Back End Load)||
60949|TDB3110|No Load||
60950|TDB3111|Initial Service Charge||
60950|TDB3112|Deferred Sales Charge (Back End Load)||
60950|TDB3113|Low Service Charge||
60950|TDB3114|Low Service Charge||
60951|TDB3115|No Load||
60962|PFC420|Front End Load||
60964|PFC720|Front End Load||
60969|PFC791|No Load||
60975|TDB3118|No Load||
60976|TDB3119|Initial Service Charge||
60976|TDB3120|Deferred Sales Charge (Back End Load)||
60976|TDB3121|Low Service Charge||
60976|TDB3122|Low Service Charge||
60977|TDB3123|No Load||
60981|TDB3140|No Load||
60982|TDB3141|Initial Service Charge||
60982|TDB3142|Deferred Sales Charge (Back End Load)||
60982|TDB3143|Low Service Charge||
60982|TDB3144|Low Service Charge||
60983|TDB3145|No Load||
60992|DJT04021|Front End Load||
60992|DJT04221|Deferred Sales Charge (Back End Load)||
60992|DJT04421|Low Service Charge||
60993|DJT04821|No Load||
60994|DJT00421|No Load||
60995|DJT04026|Front End Load||
60995|DJT04226|Deferred Sales Charge (Back End Load)||
60995|DJT04426|Low Service Charge||
60996|MFC4804|Deferred Sales Charge (Back End Load)||
60996|MFC4805|Low Service Charge||
60996|MFC7242|Low Service Charge||
60997|DJT04826|No Load||
60998|DJT00426|No Load||
60999|DJT00015|No Load||
61000|DJT03015|Front End Load||
61000|DJT03215|Deferred Sales Charge (Back End Load)||
61000|DJT03415|Low Service Charge||
61001|DJT03815|No Load||
61002|DJT04018|Front End Load||
61002|DJT04218|Deferred Sales Charge (Back End Load)||
61002|DJT04418|Low Service Charge||
61003|DJT04818|No Load||
61004|DJT00418|No Load||
61005|DJT04028|Front End Load||
61005|DJT04228|Deferred Sales Charge (Back End Load)||
61005|DJT04428|Low Service Charge||
61006|DJT04828|No Load||
61007|DJT00428|No Load||
61008|NPP327|Front End Load||
61008|NPP360|Low Service Charge||
61009|NPP328|Front End Load||
61009|NPP361|Low Service Charge||
61010|NPP329|No Load||
61011|NPP330|No Load||
61012|MRD155|Front End Load||
61012|MRD255|Deferred Sales Charge (Back End Load)||
61012|MRD355|Low Service Charge||
61012|MRD555|Low Service Charge||
61013|MFC4806|Front End Load||
61014|MFC4807|No Load||
61015|MFC4808|No Load||
61016|MFC4809|Front End Load||
61017|NPP331|Front End Load||
61017|NPP362|Low Service Charge||
61018|MFC6524|Front End Load||
61019|NPP332|Front End Load||
61019|NPP363|Low Service Charge||
61021|NPP333|No Load||
61023|NPP334|No Load||
61025|NPP252|Low Service Charge||
61025|NPP267|Front End Load||
61026|MFC6522|Front End Load||
61027|NPP250|Low Service Charge||
61027|NPP263|Front End Load||
61029|NPP251|Low Service Charge||
61029|NPP264|Front End Load||
61030|NPP265|No Load||
61031|NPP266|No Load||
61032|NPP253|Low Service Charge||
61032|NPP268|Front End Load||
61034|MFC4810|Front End Load||
61035|NPP269|No Load||
61037|NPP270|No Load||
61050|MFC4812|Deferred Sales Charge (Back End Load)||
61050|MFC4813|Low Service Charge||
61050|MFC7243|Low Service Charge||
61051|MFC4825|Front End Load||
61051|MFC4826|Deferred Sales Charge (Back End Load)||
61051|MFC4827|Low Service Charge||
61051|MFC7246|Low Service Charge||
61052|MFC4828|Front End Load||
61053|MFC4829|No Load||
61054|MFC4830|No Load||
61055|MFC6536|Front End Load||
61056|JHN80466|Deferred Sales Charge (Back End Load)||
61058|NBC1640|Deferred Sales Charge (Back End Load)||
61061|JHN1855|Deferred Sales Charge (Back End Load)||
61062|MFC6537|Front End Load||
61063|MFC6534|Front End Load||
61065|MFC4831|Front End Load||
61065|MFC4832|Deferred Sales Charge (Back End Load)||
61065|MFC4833|Low Service Charge||
61065|MFC7247|Low Service Charge||
61066|MFC4841|Deferred Sales Charge (Back End Load)||
61066|MFC4842|Low Service Charge||
61066|MFC7249|Low Service Charge||
61067|MFC4843|Front End Load||
61068|MFC4844|No Load||
61069|MFC4845|No Load||
61070|MFC6545|Front End Load||
61074|MFC6543|Front End Load||
61077|MFC4846|Front End Load||
61079|MFC4835|Deferred Sales Charge (Back End Load)||
61079|MFC4836|Low Service Charge||
61079|MFC7248|Low Service Charge||
61080|MFC4837|Front End Load||
61081|MFC4838|No Load||
61082|MFC6541|Front End Load||
61084|MFC6540|Front End Load||
61085|MFC4839|Front End Load||
61089|NBC2718|Deferred Sales Charge (Back End Load)||
61090|NBC1889|Deferred Sales Charge (Back End Load)||
61093|NBC2305|Deferred Sales Charge (Back End Load)||
61099|NBC2306|Deferred Sales Charge (Back End Load)||
61109|IGI1629|Deferred Sales Charge (Back End Load)||
61109|IGI1630|No Load||
61109|IGI1631|Deferred Sales Charge (Back End Load)||
61109|IGI1632|No Load||
61148|NBC1477|Deferred Sales Charge (Back End Load)||
61158|NBC1177|No Load||
61160|NBC1777|Deferred Sales Charge (Back End Load)||
61167|INA14180|Deferred Sales Charge (Back End Load)||
61167|INA14181|Chargeback||
61167|INA14183|Chargeback||
61167|INA14185|Front End Load||
61168|INA44180|Deferred Sales Charge (Back End Load)||
61168|INA44181|Chargeback||
61168|INA44183|Chargeback||
61168|INA44185|Front End Load||
61172|DAM610|No Load||
61173|DAM600|Front End Load||
61180|MAJ200|Front End Load||
61183|MAJ203|No Load||
61192|JHN1856|Deferred Sales Charge (Back End Load)||
61193|JHN1857|Deferred Sales Charge (Back End Load)||
61194|JHN3001|Deferred Sales Charge (Back End Load)||
61197|NBC2308|Deferred Sales Charge (Back End Load)||
61204|CCM5019|No Load||
61205|CCM6025|No Load||
61206|CCM5018|No Load||
61208|CCM5000|No Load||
61209|CCM6815|Chargeback||
61210|CCM1525|Chargeback||
61211|CCM3270|Chargeback||
61212|CCM1531|Chargeback||
61213|CCM3271|Chargeback||
61214|CCM3262|Front End Load||
61214|CCM3263|Deferred Sales Charge (Back End Load)||
61214|CCM3264|Low Service Charge||
61215|CCM3265|Front End Load||
61216|CCM3267|No Load||
61217|CCM1535|No Load||
61218|CCM3268|No Load||
61220|CCM1532|Front End Load||
61220|CCM1533|Deferred Sales Charge (Back End Load)||
61220|CCM1534|Low Service Charge||
61221|CCM3273|Front End Load||
61221|CCM3274|Deferred Sales Charge (Back End Load)||
61221|CCM3275|Low Service Charge||
61222|CCM9990|Front End Load||
61227|CCM3084|Front End Load||
61232|JHN80467|Deferred Sales Charge (Back End Load)||
61233|CCM6477|Front End Load||
61234|CCM6478|Front End Load||
61239|MAW140|No Load||
61240|MAW240|No Load||
61242|GOC15051|Front End Load||
61243|GOC15053|No Load||
61244|TML3809|No Load||
61244|TML5193|No Load||
61247|TML3786|Front End Load||
61247|TML3787|Low Service Charge||
61247|TML3788|Deferred Sales Charge (Back End Load)||
61249|TML3789|No Load||
61249|TML3998|No Load||
61250|TML3790|Front End Load||
61253|TML3792|No Load||
61254|TML3812|No Load||
61254|TML5067|No Load||
61257|TML3819|No Load||
61257|TML5182|No Load||
61258|TML3820|No Load||
61258|TML5197|No Load||
61259|TML3810|No Load||
61259|TML5220|No Load||
61260|TML3811|No Load||
61260|TML5221|No Load||
61262|TML3801|No Load||
61262|TML5188|No Load||
61263|TML3802|No Load||
61263|TML5203|No Load||
61266|TML3799|No Load||
61266|TML5189|No Load||
61267|TML3800|No Load||
61267|TML5204|No Load||
61268|TML3805|No Load||
61268|TML5079|No Load||
61269|TML3806|No Load||
61269|TML5106|No Load||
61270|TML3821|No Load||
61270|TML5196|No Load||
61271|TML3803|No Load||
61271|TML5190|No Load||
61272|TML3804|No Load||
61272|TML5205|No Load||
61273|TML3808|No Load||
61273|TML5092|No Load||
61278|DYN2908|No Load||
61279|TDB3101|No Load||
61280|NEW105|Front End Load||
61282|TML3817|No Load||
61282|TML5094|No Load||
61283|TML3818|No Load||
61283|TML5116|No Load||
61284|TML3813|No Load||
61284|TML5192|No Load||
61285|TML3814|No Load||
61285|TML5207|No Load||
61287|NBC1890|Deferred Sales Charge (Back End Load)||
61288|NBC1023|Deferred Sales Charge (Back End Load)||
61289|JHN1858|Deferred Sales Charge (Back End Load)||
61294|NBC1891|Deferred Sales Charge (Back End Load)||
61295|JHN8192|Deferred Sales Charge (Back End Load)||
61296|JHN8194|Deferred Sales Charge (Back End Load)||
61297|JHN8196|Deferred Sales Charge (Back End Load)||
61298|JHN8193|Front End Load||
61299|JHN8195|No Load||
61300|JHN8197|No Load||
61305|NBC2309|Deferred Sales Charge (Back End Load)||
61306|NBC1641|Deferred Sales Charge (Back End Load)||
61308|TDB3149|No Load||
61309|TDB3150|No Load||
61311|TDB3151|Initial Service Charge||
61311|TDB3152|Deferred Sales Charge (Back End Load)||
61311|TDB3153|Low Service Charge||
61311|TDB3154|Deferred Sales Charge (Back End Load)||
61314|TDB3155|No Load||
61318|TDB3159|No Load||
61319|TDB3160|No Load||
61320|TDB3161|Front End Load||
61320|TDB3162|Deferred Sales Charge (Back End Load)||
61320|TDB3163|Low Service Charge||
61320|TDB3164|Low Service Charge||
61321|TDB3165|No Load||
61324|JHN1853|Deferred Sales Charge (Back End Load)||
61330|TDB3169|No Load||
61335|CCM3207|No Load||
61336|CCM3208|No Load||
61337|CCM3209|No Load||
61338|CCM3210|No Load||
61339|CCM3211|No Load||
61340|CCM3212|No Load||
61344|CCM3215|No Load||
61348|CCM8325|No Load||
61349|CCM8326|No Load||
61352|CCM3223|No Load||
61353|CCM3224|No Load||
61354|CCM3225|No Load||
61355|CCM3226|No Load||
61357|CCM3227|No Load||
61358|CCM3228|No Load||
61359|CGV550|No Load||
61361|CGV551|No Load||
61362|CGV552|No Load||
61363|CCM3230|No Load||
61364|CCM3231|No Load||
61367|JHN721|Deferred Sales Charge (Back End Load)||
61372|CCM3242|No Load||
61383|AIM30361|Deferred Sales Charge (Back End Load)||
61383|AIM30363|Front End Load||
61383|AIM30365|Low Service Charge||
61383|AIM30369|Low Service Charge||
61386|AIM5931|Deferred Sales Charge (Back End Load)||
61386|AIM5933|Front End Load||
61386|AIM5935|Low Service Charge||
61386|AIM5939|Low Service Charge||
61388|AIM32361|Deferred Sales Charge (Back End Load)||
61388|AIM32363|Front End Load||
61388|AIM32365|Low Service Charge||
61388|AIM32369|Low Service Charge||
61391|AIM39011|Deferred Sales Charge (Back End Load)||
61391|AIM39013|Front End Load||
61391|AIM39015|Low Service Charge||
61391|AIM39019|Low Service Charge||
61392|AIM33930|No Load||
61393|AIM33997|No Load||
61394|AIM33950|No Load||
61395|AIM39071|Deferred Sales Charge (Back End Load)||
61395|AIM39073|Front End Load||
61395|AIM39075|Low Service Charge||
61395|AIM39079|Low Service Charge||
61397|AIM39081|Deferred Sales Charge (Back End Load)||
61397|AIM39083|Front End Load||
61397|AIM39085|Low Service Charge||
61397|AIM39089|Low Service Charge||
61398|AIM39091|Deferred Sales Charge (Back End Load)||
61398|AIM39093|Front End Load||
61398|AIM39095|Low Service Charge||
61398|AIM39099|Low Service Charge||
61399|AIM2241|Deferred Sales Charge (Back End Load)||
61399|AIM2243|Front End Load||
61399|AIM2245|Low Service Charge||
61399|AIM2249|Low Service Charge||
61403|NBC2720|Deferred Sales Charge (Back End Load)||
61407|NBC2719|Deferred Sales Charge (Back End Load)||
61409|NBC1778|Deferred Sales Charge (Back End Load)||
61411|CCM3252|No Load||
61412|CCM3253|No Load||
61419|TDB3180|No Load||
61420|TDB3181|Initial Service Charge||
61420|TDB3182|Deferred Sales Charge (Back End Load)||
61420|TDB3183|Low Service Charge||
61420|TDB3184|Low Service Charge||
61421|TDB3185|No Load||
61424|TDB3190|No Load||
61425|TDB3191|Front End Load||
61425|TDB3192|Deferred Sales Charge (Back End Load)||
61425|TDB3193|Low Service Charge||
61425|TDB3194|Low Service Charge||
61426|TDB3195|No Load||
61427|TDB2628|No Load||
61432|TDB3078|No Load||
61433|TDB3079|No Load||
61435|TDB3081|No Load||
61437|TDB3082|No Load||
61438|TDB3083|No Load||
61439|TDB3084|No Load||
61440|TDB3085|No Load||
61441|TDB3086|No Load||
61442|TDB3087|No Load||
61443|TDB3088|No Load||
61444|TDB3089|No Load||
61446|TDB3091|No Load||
61447|TDB3092|No Load||
61448|TDB3093|No Load||
61450|TDB3095|No Load||
61453|TDB3098|No Load||
61454|TDB3099|No Load||
61455|TDB3100|No Load||
61456|NBC2465|Deferred Sales Charge (Back End Load)||
61457|TDB3102|No Load||
61459|TDB3064|No Load||
61461|TDB3066|No Load||
61462|TDB3067|No Load||
61463|TDB3008|No Load||
61464|TDB3068|No Load||
61465|TDB3069|No Load||
61466|TDB3070|No Load||
61468|TDB3071|No Load||
61470|TDB3072|No Load||
61471|MMF1296|Front End Load||
61472|MMF1496|No Load||
61473|MMF1579|No Load||
61474|MMF1396|No Load||
61475|MMF1894|No Load||
61477|MMF1696|Low Service Charge||
61478|MMF1896|Low Service Charge||
61480|MMF1596|Front End Load||
61481|AGL100|No Load||
61483|TML3822|Front End Load||
61483|TML3823|Low Service Charge||
61483|TML3824|Deferred Sales Charge (Back End Load)||
61484|TDB3073|No Load||
61485|NBC5529|Deferred Sales Charge (Back End Load)||
61486|TDB3074|No Load||
61487|NBC4180|No Load||
61488|NBC4080|No Load||
61489|NBC4151|No Load||
61490|NBC4051|No Load||
61491|NBC4143|No Load||
61492|NBC4043|No Load||
61493|NBC4142|No Load||
61494|NBC4042|No Load||
61495|TDB3075|No Load||
61496|NBC4141|No Load||
61497|NBC4041|No Load||
61498|NBC4135|No Load||
61499|NBC4035|No Load||
61500|NBC4020|No Load||
61501|NBC4015|No Load||
61502|NBC5729|No Load||
61503|NBC4166|No Load||
61504|NBC4176|No Load||
61505|TDB3009|No Load||
61506|NBC4066|No Load||
61507|NBC4076|No Load||
61508|NBC4165|No Load||
61509|NBC4175|No Load||
61510|NBC4065|No Load||
61511|NBC4075|No Load||
61512|TDB3076|No Load||
61517|NBC4016|No Load||
61518|TDB3010|No Load||
61519|TDB3077|No Load||
61520|TDB3011|No Load||
61521|TDB3012|No Load||
61522|MMF14476|Deferred Sales Charge (Back End Load)||
61522|MMF4176|Front End Load||
61522|MMF4276|Low Service Charge||
61522|MMF4277|Low Service Charge||
61522|MMF44476|Deferred Sales Charge (Back End Load)||
61522|MMF4476|Deferred Sales Charge (Back End Load)||
61522|MMF44776|Low Service Charge||
61522|MMF4576|Front End Load||
61522|MMF4776|Low Service Charge||
61523|TDB3014|No Load||
61524|MMF4676|No Load||
61525|MMF4376|No Load||
61526|TDB3015|No Load||
61528|MMF4876|No Load||
61529|MMF19146|Deferred Sales Charge (Back End Load)||
61529|MMF49146|Deferred Sales Charge (Back End Load)||
61529|MMF49946|Low Service Charge||
61529|MMF9047|Low Service Charge||
61529|MMF9146|Deferred Sales Charge (Back End Load)||
61529|MMF9846|Front End Load||
61529|MMF9848|Low Service Charge||
61529|MMF9946|Low Service Charge||
61530|TDB3017|No Load||
61531|TDB3018|No Load||
61532|TDB3016|No Load||
61533|TDB3013|No Load||
61535|NBC2310|Deferred Sales Charge (Back End Load)||
61538|NBC1478|Deferred Sales Charge (Back End Load)||
61541|DYN1394|Front End Load||
61541|DYN1395|Low Service Charge||
61541|DYN1396|Deferred Sales Charge (Back End Load)||
61542|DYN1397|No Load||
61543|NBC5429|Initial Service Charge||
61544|NBC5629|Low Service Charge||
61545|NPP509|Front End Load||
61546|NPP507|Front End Load||
61547|NPP506|Front End Load||
61548|NBC445|Initial Service Charge||
61549|NBC745|No Load||
61550|NBC5745|No Load||
61551|NBC375|No Load||
61551|NBC50375|No Load||
61552|NBC5445|Initial Service Charge||
61560|ATL3280|No Load||
61561|ATL3281|No Load||
61562|ATL3276|Front End Load||
61562|ATL3277|Low Service Charge||
61562|ATL3278|Deferred Sales Charge (Back End Load)||
61563|ATL3282|No Load||
61564|JHN8306|Deferred Sales Charge (Back End Load)||
61565|JHN8307|Deferred Sales Charge (Back End Load)||
61567|AGF1407|No Load||
61568|TBR201|Front End Load||
61572|TBR203|No Load||
61573|NPP131|Front End Load||
61573|NPP134|Low Service Charge||
61574|NPP132|No Load||
61575|NPP837|Front End Load||
61576|NPP827|Front End Load||
61578|JHN1859|Deferred Sales Charge (Back End Load)||
61579|JHN1861|Front End Load||
61582|NPP838|No Load||
61583|NPP840|Front End Load||
61586|NPP828|No Load||
61587|NPP829|No Load||
61590|MFC4854|Front End Load||
61592|AMG250|Front End Load||
61593|AMG350|No Load||
61594|PIC550|Front End Load||
61595|PIC551|Front End Load||
61596|FRC1617|No Load||
61597|FRC1402|No Load||
61598|FRC1020|No Load||
61599|FRC1401|No Load||
61600|FRC1405|No Load||
61601|FRC1403|No Load||
61602|FRC452|No Load||
61603|FRC3068|Low Service Charge||
61603|FRC3096|Front End Load||
61604|FRC3099|Front End Load||
61605|FRC3108|No Load||
61606|FRC3110|No Load||
61607|FRC1301|No Load||
61611|JHN1860|Deferred Sales Charge (Back End Load)||
61614|RBF406|No Load||
61615|RBF1406|No Load||
61616|RBF906|No Load||
61617|RBF098|No Load||
61618|RBF678|No Load||
61623|NBC1907|Deferred Sales Charge (Back End Load)||
61624|TML3826|No Load||
61625|TML3825|No Load||
61627|PGF260|No Load||
61628|PGF860|No Load||
61631|JHN8198|Deferred Sales Charge (Back End Load)||
61632|JHN8199|Front End Load||
61633|JHN8400|Deferred Sales Charge (Back End Load)||
61634|JHN8401|No Load||
61635|JHN8402|Deferred Sales Charge (Back End Load)||
61636|JHN8403|No Load||
61638|TBR400|No Load||
61639|TBR007|No Load||
61640|TBR500|No Load||
61641|TBR504|No Load||
61642|TBR505|No Load||
61643|TBR506|No Load||
61649|NRP100|No Load||
61650|NBC545|Deferred Sales Charge (Back End Load)||
61651|NBC645|Low Service Charge||
61652|NBC5545|Deferred Sales Charge (Back End Load)||
61653|NBC5645|Low Service Charge||
61656|NBC2476|Deferred Sales Charge (Back End Load)||
61657|NBC2477|Deferred Sales Charge (Back End Load)||
61659|NBC1028|Deferred Sales Charge (Back End Load)||
61660|NBC1387|Deferred Sales Charge (Back End Load)||
61661|NBC2312|Deferred Sales Charge (Back End Load)||
61662|NBC1894|Deferred Sales Charge (Back End Load)||
61663|JHN8899|Front End Load||
61666|DYN2864|Front End Load||
61666|DYN2865|Low Service Charge||
61666|DYN2866|Deferred Sales Charge (Back End Load)||
61666|DYN7178|Low Service Charge||
61667|DYN2867|No Load||
61668|DYN2868|No Load||
61669|DYN2869|Front End Load||
61669|DYN2870|Low Service Charge||
61669|DYN2871|Deferred Sales Charge (Back End Load)||
61669|DYN7179|Low Service Charge||
61670|DYN2760|Front End Load||
61670|DYN2761|Low Service Charge||
61670|DYN2762|Deferred Sales Charge (Back End Load)||
61670|DYN7180|Low Service Charge||
61671|DYN2763|No Load||
61672|DYN2769|Front End Load||
61672|DYN2770|Low Service Charge||
61672|DYN2771|Deferred Sales Charge (Back End Load)||
61673|DYN2772|No Load||
61674|DYN2764|No Load||
61675|DYN2765|No Load||
61684|JHN8308|Deferred Sales Charge (Back End Load)||
61685|JHN1862|Deferred Sales Charge (Back End Load)||
61686|NBC1895|Deferred Sales Charge (Back End Load)||
61687|NBC1642|Deferred Sales Charge (Back End Load)||
61688|NBC4215|Front End Load||
