FundataKey|FundservCode|LoadType|ServiceFeeRate|ServiceFeeFrequency
67489|CCM8647|Front End Load||
67490|CCM8650|Front End Load||
67493|CCM8651|Front End Load||
67494|CCM8652|No Load||
67496|CCM8653|No Load||
67501|CCM8648|Chargeback||
67502|CCM8649|Chargeback||
67503|CCM8644|Deferred Sales Charge (Back End Load)||
67503|CCM8645|Low Service Charge||
67504|CCM8656|Deferred Sales Charge (Back End Load)||
67504|CCM8657|Low Service Charge||
67505|CCM8660|Front End Load||
67506|CCM8661|Front End Load||
67507|JHN80422|Deferred Sales Charge (Back End Load)||
67513|CCM8664|Front End Load||
67514|CCM8665|Front End Load||
67515|CCM8666|No Load||
67516|CCM8667|No Load||
67519|CCM8662|Chargeback||
67520|CCM8663|Chargeback||
67521|CCM8658|Deferred Sales Charge (Back End Load)||
67521|CCM8659|Low Service Charge||
67522|CCM8614|Deferred Sales Charge (Back End Load)||
67522|CCM8615|Low Service Charge||
67523|CCM8618|Front End Load||
67524|CCM8619|Front End Load||
67525|CCM8622|Front End Load||
67526|CCM8623|Front End Load||
67527|CCM8624|No Load||
67528|CCM8625|No Load||
67531|CCM8620|Chargeback||
67532|CCM8621|Chargeback||
67533|CCM8616|Deferred Sales Charge (Back End Load)||
67533|CCM8617|Low Service Charge||
67544|GCG492|No Load||
67545|GCG592|Front End Load||
67546|GCG477|No Load||
67547|GCG577|Front End Load||
67557|NBC1712|Deferred Sales Charge (Back End Load)||
67563|TML3871|No Load||
67563|TML5073|No Load||
67564|TML3872|No Load||
67564|TML5100|No Load||
67565|TML3873|No Load||
67565|TML5074|No Load||
67566|TML3874|No Load||
67566|TML5101|No Load||
67567|TML3875|No Load||
67567|TML5075|No Load||
67568|TML3876|No Load||
67568|TML5102|No Load||
67569|TML3877|No Load||
67569|TML5076|No Load||
67570|TML3878|No Load||
67570|TML5103|No Load||
67571|TML3879|No Load||
67571|TML5078|No Load||
67572|TML3880|No Load||
67572|TML5105|No Load||
67579|KEN929|No Load||
67580|KEN931|No Load||
67584|JHN1912|Deferred Sales Charge (Back End Load)||
67585|JHN1911|Deferred Sales Charge (Back End Load)||
67587|ATL3694|Front End Load||
67587|ATL3695|Low Service Charge||
67587|ATL3696|Deferred Sales Charge (Back End Load)||
67588|ATL3656|Front End Load||
67589|ATL3657|Front End Load||
67590|ATL3655|Front End Load||
67591|ATL3564|Front End Load||
67592|ATL3565|Front End Load||
67593|ATL3466|Front End Load||
67594|ATL3467|Front End Load||
67595|ATL3465|Front End Load||
67596|ATL3474|Front End Load||
67597|ATL3716|Front End Load||
67598|ATL3717|Front End Load||
67599|ATL3715|Front End Load||
67600|ATL3475|Front End Load||
67601|ATL3476|Front End Load||
67602|ATL3725|Front End Load||
67603|ATL3726|Front End Load||
67604|ATL3724|Front End Load||
67605|ATL3437|Front End Load||
67606|ATL3438|Front End Load||
67607|ATL3436|Front End Load||
67608|ATL3455|Front End Load||
67609|ATL3485|Front End Load||
67610|ATL3486|Front End Load||
67611|ATL3504|Front End Load||
67612|ATL3685|Front End Load||
67613|ATL3686|Front End Load||
67614|ATL3428|Front End Load||
67615|ATL3429|Front End Load||
67616|ATL3427|Front End Load||
67617|ATL3594|Front End Load||
67618|ATL3595|Front End Load||
67619|ATL3593|Front End Load||
67620|ATL3484|Front End Load||
67621|ATL3515|Front End Load||
67622|ATL3516|Front End Load||
67623|ATL3514|Front End Load||
67624|ATL3533|Front End Load||
67625|ATL3544|Front End Load||
67626|ATL3545|Front End Load||
67627|ATL3543|Front End Load||
67628|ATL3563|Front End Load||
67629|ATL3574|Front End Load||
67630|ATL3575|Front End Load||
67631|ATL3573|Front End Load||
67632|ATL3603|Front End Load||
67633|ATL3604|Front End Load||
67634|ATL3623|Front End Load||
67635|ATL3622|No Load||
67636|ATL3624|Front End Load||
67637|ATL3456|Front End Load||
67638|ATL3457|Front End Load||
67639|ATL3505|Front End Load||
67640|ATL3506|Front End Load||
67641|ATL3534|Front End Load||
67642|ATL3535|Front End Load||
67643|ATL3635|Front End Load||
67644|ATL3636|Front End Load||
67645|ATL3634|Front End Load||
67646|ATL3654|No Load||
67647|ATL3625|Front End Load||
67648|ATL3626|Front End Load||
67649|ATL3666|Front End Load||
67650|ATL3667|Front End Load||
67651|ATL3665|Front End Load||
67652|ATL3684|Front End Load||
67653|ATL3423|Front End Load||
67654|ATL3650|No Load||
67655|ATL3651|No Load||
67656|ATL3662|No Load||
67657|ATL3663|No Load||
67658|ATL3661|No Load||
67659|ATL3570|No Load||
67660|ATL3571|No Load||
67661|ATL3472|No Load||
67662|ATL3473|No Load||
67663|ATL3471|No Load||
67664|ATL3480|No Load||
67665|ATL3722|No Load||
67666|ATL3723|No Load||
67667|ATL3721|No Load||
67668|ATL3481|No Load||
67669|ATL3482|No Load||
67670|ATL3681|No Load||
67671|ATL3682|No Load||
67672|ATL3731|No Load||
67673|ATL3732|No Load||
67674|ATL3730|No Load||
67675|ATL3449|No Load||
67676|ATL3450|No Load||
67677|ATL3448|No Load||
67678|ATL3451|No Load||
67679|ATL3461|No Load||
67680|ATL3497|No Load||
67681|ATL3498|No Load||
67682|ATL3499|No Load||
67683|ATL3510|No Load||
67684|ATL3530|No Load||
67685|ATL3531|No Load||
67686|ATL3691|No Load||
67687|ATL3692|No Load||
67688|ATL3434|No Load||
67689|ATL3435|No Load||
67690|ATL3433|No Load||
67691|ATL3600|No Load||
67692|ATL3601|No Load||
67693|ATL3599|No Load||
67694|ATL3496|No Load||
67695|ATL3527|No Load||
67696|ATL3528|No Load||
67697|ATL3529|No Load||
67698|ATL3526|No Load||
67699|ATL3539|No Load||
67700|ATL3556|No Load||
67701|ATL3557|No Load||
67702|ATL3555|No Load||
67703|ATL3569|No Load||
67704|ATL3586|No Load||
67705|ATL3587|No Load||
67706|ATL3585|No Load||
67707|ATL3452|No Load||
67708|ATL3453|No Load||
67709|ATL3615|No Load||
67710|ATL3616|No Load||
67711|ATL3614|No Load||
67712|ATL3617|No Load||
67713|ATL3630|No Load||
67714|ATL3462|No Load||
67715|ATL3463|No Load||
67716|ATL3500|No Load||
67717|ATL3501|No Load||
67718|ATL3511|No Load||
67719|ATL3512|No Load||
67720|ATL3540|No Load||
67721|ATL3541|No Load||
67722|ATL3647|No Load||
67723|ATL3648|No Load||
67724|ATL3649|No Load||
67725|ATL3646|No Load||
67726|ATL3618|No Load||
67727|ATL3619|No Load||
67728|ATL3631|No Load||
67729|ATL3632|No Load||
67730|ATL3678|No Load||
67731|ATL3679|No Load||
67732|ATL3680|No Load||
67733|ATL3677|No Load||
67734|ATL3690|No Load||
67735|ATL3425|No Load||
67736|ATL3440|Front End Load||
67737|ATL3441|Front End Load||
67738|ATL3439|Front End Load||
67739|ATL3488|Front End Load||
67740|ATL3489|Front End Load||
67741|ATL3487|Front End Load||
67742|ATL3518|Front End Load||
67743|ATL3519|Front End Load||
67744|ATL3517|Front End Load||
67745|ATL3606|Front End Load||
67746|ATL3607|Front End Load||
67747|ATL3605|Front End Load||
67748|ATL3638|Front End Load||
67749|ATL3639|Front End Load||
67750|ATL3637|Front End Load||
67751|ATL3669|Front End Load||
67752|ATL3670|Front End Load||
67753|ATL3668|Front End Load||
67754|ATL3644|No Load||
67755|ATL3645|No Load||
67756|ATL3659|No Load||
67757|ATL3660|No Load||
67758|ATL3658|No Load||
67759|ATL3567|No Load||
67760|ATL3568|No Load||
67761|ATL3469|No Load||
67762|ATL3470|No Load||
67763|ATL3468|No Load||
67764|ATL3477|No Load||
67765|ATL3719|No Load||
67766|ATL3720|No Load||
67767|ATL3718|No Load||
67768|ATL3478|No Load||
67769|ATL3479|No Load||
67770|ATL3675|No Load||
67771|ATL3676|No Load||
67772|ATL3728|No Load||
67773|ATL3729|No Load||
67774|ATL3727|No Load||
67775|ATL3443|No Load||
67776|ATL3444|No Load||
67777|ATL3442|No Load||
67778|ATL3445|No Load||
67779|ATL3458|No Load||
67780|ATL3491|No Load||
67781|ATL3492|No Load||
67782|ATL3493|No Load||
67783|ATL3507|No Load||
67784|ATL3524|No Load||
67785|ATL3525|No Load||
67786|ATL3688|No Load||
67787|ATL3689|No Load||
67788|ATL3431|No Load||
67789|ATL3432|No Load||
67790|ATL3430|No Load||
67791|ATL3597|No Load||
67792|ATL3598|No Load||
67793|ATL3596|No Load||
67794|ATL3490|No Load||
67795|ATL3521|No Load||
67796|ATL3522|No Load||
67797|ATL3523|No Load||
67798|ATL3520|No Load||
67799|ATL3536|No Load||
67800|ATL3550|No Load||
67801|ATL3551|No Load||
67802|ATL3549|No Load||
67803|ATL3566|No Load||
67804|ATL3580|No Load||
67805|ATL3581|No Load||
67806|ATL3579|No Load||
67807|ATL3446|No Load||
67808|ATL3447|No Load||
67809|ATL3609|No Load||
67810|ATL3610|No Load||
67811|ATL3608|No Load||
67812|ATL3611|No Load||
67813|ATL3627|No Load||
67814|ATL3459|No Load||
67815|ATL3460|No Load||
67816|ATL3494|No Load||
67817|ATL3495|No Load||
67818|ATL3508|No Load||
67819|ATL3509|No Load||
67820|ATL3537|No Load||
67821|ATL3538|No Load||
67822|ATL3641|No Load||
67823|ATL3642|No Load||
67824|ATL3643|No Load||
67825|ATL3640|No Load||
67826|ATL3612|No Load||
67827|ATL3613|No Load||
67828|ATL3628|No Load||
67829|ATL3629|No Load||
67830|ATL3672|No Load||
67831|ATL3673|No Load||
67832|ATL3674|No Load||
67833|ATL3671|No Load||
67834|ATL3687|No Load||
67835|ATL3424|No Load||
67836|ATL3664|No Load||
67837|ATL3483|No Load||
67838|ATL3454|No Load||
67839|ATL3464|No Load||
67840|ATL3503|No Load||
67841|ATL3513|No Load||
67842|ATL3602|No Load||
67843|ATL3502|No Load||
67844|ATL3532|No Load||
67845|ATL3542|No Load||
67846|ATL3561|No Load||
67847|ATL3572|No Load||
67848|ATL3591|No Load||
67849|ATL3620|No Load||
67850|ATL3621|No Load||
67851|ATL3633|No Load||
67852|ATL3653|No Load||
67853|ATL3652|No Load||
67854|ATL3683|No Load||
67855|ATL3693|No Load||
67856|ATL3426|No Load||
67861|ATL3708|Front End Load||
67861|ATL3709|Low Service Charge||
67861|ATL3710|Deferred Sales Charge (Back End Load)||
67862|ATL3700|No Load||
67863|ATL3711|No Load||
67864|ATL3704|No Load||
67865|ATL3713|No Load||
67866|ATL3701|No Load||
67867|ATL3705|No Load||
67868|ATL3697|Front End Load||
67868|ATL3698|Low Service Charge||
67868|ATL3699|Deferred Sales Charge (Back End Load)||
67869|ATL3703|Front End Load||
67870|ATL3706|No Load||
67871|ATL3714|No Load||
67872|ATL3707|No Load||
67873|ATL3702|Front End Load||
67874|ATL3712|Front End Load||
67877|JHN3007|Deferred Sales Charge (Back End Load)||
67878|NBC2754|Deferred Sales Charge (Back End Load)||
67879|NBC2755|Deferred Sales Charge (Back End Load)||
67880|NBC2923|Deferred Sales Charge (Back End Load)||
67882|NBC2924|Deferred Sales Charge (Back End Load)||
67883|NBC2756|Deferred Sales Charge (Back End Load)||
67885|GOC309|No Load||
67888|NBC2757|Deferred Sales Charge (Back End Load)||
67889|GOF507|No Load||
67889|GOF508|No Load||
67890|GOF509|No Load||
67890|GOF510|No Load||
67891|GOF511|No Load||
67892|CCM6306|Chargeback||
67894|CCM7018|Front End Load||
67894|CCM7019|Deferred Sales Charge (Back End Load)||
67894|CCM7020|Low Service Charge||
67895|CCM7022|Front End Load||
67896|CCM7023|Front End Load||
67897|CCM7024|No Load||
67898|CCM7021|Chargeback||
67899|CCM7009|Front End Load||
67900|CCM7010|Front End Load||
67903|CCM7042|Chargeback||
67904|CCM7043|Chargeback||
67905|CCM7006|Front End Load||
67907|CCM7040|Chargeback||
67908|CCM7015|Front End Load||
67911|CCM7041|Chargeback||
67912|CCM4006|Front End Load||
67912|CCM4007|Deferred Sales Charge (Back End Load)||
67912|CCM4008|Low Service Charge||
67913|CCM4009|No Load||
67914|CCM7000|Front End Load||
67916|CCM7030|Chargeback||
67917|CCM3353|Front End Load||
67917|CCM3354|Deferred Sales Charge (Back End Load)||
67917|CCM3355|Low Service Charge||
67918|CCM3356|Front End Load||
67918|CCM3357|Deferred Sales Charge (Back End Load)||
67918|CCM3358|Low Service Charge||
67919|CCM3285|No Load||
67920|CCM3283|Chargeback||
67921|CCM3284|Chargeback||
67922|CCM3280|Front End Load||
67922|CCM3281|Deferred Sales Charge (Back End Load)||
67922|CCM3282|Low Service Charge||
67922|CCM3828|Low Service Charge||
67923|CCM7003|Front End Load||
67925|CCM7031|Chargeback||
67928|BIP450|Front End Load||
67928|BIP452|Low Service Charge||
67928|BIP474|Deferred Sales Charge (Back End Load)||
67929|BIP453|No Load||
67932|BIP456|No Load||
67935|BIP460|Front End Load||
67937|BIP498|Front End Load||
67938|BIP462|No Load||
67939|BIP463|No Load||
67944|BIP468|No Load||
67945|BIP469|No Load||
67946|BIP470|Front End Load||
67947|BIP471|No Load||
67950|FID5086|No Load||
67951|FID5037|No Load||
67952|FID5053|No Load||
67953|FID5055|Front End Load||
67955|NBC2252|Deferred Sales Charge (Back End Load)||
67957|NBC1194|Deferred Sales Charge (Back End Load)||
67958|NBC2253|No Load||
67959|JHN8350|Deferred Sales Charge (Back End Load)||
67961|FID5027|Front End Load||
67962|FID5090|Front End Load||
67963|FID5045|Front End Load||
67964|FID5057|Front End Load||
67965|FID5059|Front End Load||
67966|FID5063|Front End Load||
67967|SUNL616|No Load||
67968|SUNL863|No Load||
67971|SUNL617|No Load||
67972|SUNL865|No Load||
67975|FID5030|Front End Load||
67976|FID5068|Front End Load||
67977|FID5076|Front End Load||
67978|FID5082|Front End Load||
67979|SUNL116|Front End Load||
67979|SUNL216|Deferred Sales Charge (Back End Load)||
67979|SUNL316|Low Service Charge||
67980|SUNL832|Front End Load||
67980|SUNL889|Deferred Sales Charge (Back End Load)||
67980|SUNL899|Low Service Charge||
67981|SUNL117|Front End Load||
67981|SUNL217|Deferred Sales Charge (Back End Load)||
67981|SUNL317|Low Service Charge||
67982|FID5083|Front End Load||
67983|SUNL867|Front End Load||
67983|SUNL890|Deferred Sales Charge (Back End Load)||
67983|SUNL897|Low Service Charge||
67984|FID5077|Front End Load||
67985|FID5028|Front End Load||
67986|FID5029|No Load||
67987|FID5017|Front End Load||
67988|FID5018|No Load||
67989|FID5019|Front End Load||
67991|FID5020|Front End Load||
67994|NBC1796|Deferred Sales Charge (Back End Load)||
67995|FID5021|No Load||
67996|FID5022|No Load||
67997|FID5023|No Load||
67998|FID5024|Front End Load||
67999|FID5025|Front End Load||
68000|FID5038|No Load||
68001|FID5026|Front End Load||
68002|FID5054|Front End Load||
68003|FID5034|No Load||
68004|FID5035|No Load||
68005|FID5036|No Load||
68006|FID5016|Front End Load||
68007|FID5032|Front End Load||
68008|RBF431|No Load||
68009|FID5033|Front End Load||
68011|FID5031|No Load||
68013|FID5047|Front End Load||
68014|RBF510|No Load||
68015|RBF1431|No Load||
68016|FID5048|Front End Load||
68017|RBF921|No Load||
68018|FID5049|Front End Load||
68019|RBF509|No Load||
68020|FID5050|No Load||
68021|RBF10431|No Load||
68022|FID5051|No Load||
68023|FID5039|Front End Load||
68024|FID5040|Front End Load||
68025|FID5041|Front End Load||
68026|FID5042|No Load||
68027|RBF432|No Load||
68028|FID5043|No Load||
68030|FID5044|No Load||
68031|RBF508|No Load||
68032|FID5056|Front End Load||
68033|RBF1432|No Load||
68034|RBF922|No Load||
68035|FID5091|Front End Load||
68036|RBF507|No Load||
68037|FID5061|No Load||
68038|RBF10432|No Load||
68039|FID5062|No Load||
68040|RBF433|No Load||
68042|RBF506|No Load||
68043|RBF1433|No Load||
68044|RBF943|No Load||
68045|FID5070|Front End Load||
68046|RBF502|No Load||
68047|RBF10433|No Load||
68048|FID5071|Front End Load||
68049|RBF5449|No Load||
68050|FID5072|No Load||
68052|RBF5337|No Load||
68053|FID5093|No Load||
68054|FID5094|No Load||
68055|FID5084|Front End Load||
68056|FID5085|No Load||
68057|FID5087|Front End Load||
68058|FID5088|Front End Load||
68059|FID5073|No Load||
68060|TUR840|No Load||
68061|FID5089|No Load||
68062|FID5074|No Load||
68063|TUR860|No Load||
68064|FID5075|No Load||
68065|TUR285|No Load||
68066|TUR295|No Load||
68067|FID5096|Front End Load||
68069|FID5097|Front End Load||
68070|FID5052|Front End Load||
68071|FID5046|Front End Load||
68073|JHN8351|Deferred Sales Charge (Back End Load)||
68074|JHN8352|No Load||
68075|JHN1913|Deferred Sales Charge (Back End Load)||
68076|JHN1914|No Load||
68078|FID5058|No Load||
68079|FID5060|No Load||
68080|FID5092|Front End Load||
68081|FID5095|Front End Load||
68082|FID5064|No Load||
68083|FID5065|No Load||
68084|FID5069|Front End Load||
68085|FID5066|Front End Load||
68086|FID5067|Front End Load||
68087|FID5079|Front End Load||
68088|FID5080|Front End Load||
68089|FID5081|No Load||
68090|FID5078|No Load||
68095|SLI60210|Deferred Sales Charge (Back End Load)||
68095|SLI60211|No Load||
68095|SLI60212|Low Service Charge||
68096|SLI60215|Deferred Sales Charge (Back End Load)||
68096|SLI60216|No Load||
68096|SLI60217|Low Service Charge||
68098|SLI60225|Deferred Sales Charge (Back End Load)||
68098|SLI60226|No Load||
68098|SLI60227|Low Service Charge||
68100|SLI60230|Deferred Sales Charge (Back End Load)||
68100|SLI60231|No Load||
68100|SLI60232|Low Service Charge||
68101|SLI60235|Deferred Sales Charge (Back End Load)||
68101|SLI60236|No Load||
68101|SLI60237|Low Service Charge||
68102|SLI60214|No Load||
68103|SLI60219|No Load||
68105|SLI60229|No Load||
68107|SLI60234|No Load||
68108|SLI60239|No Load||
68109|SLI60213|No Load||
68110|SLI60218|No Load||
68112|SLI60228|No Load||
68114|SLI60233|No Load||
68115|SLI60238|No Load||
68116|SLI60064|No Load||
68117|SLI60009|No Load||
68118|SLI60199|No Load||
68120|SLI60159|No Load||
68122|SLI60014|No Load||
68124|SLI60189|No Load||
68126|SLI60024|No Load||
68127|SLI60039|No Load||
68128|SLI60044|No Load||
68129|SLI60049|No Load||
68131|SLI60059|No Load||
68132|SLI60209|No Load||
68133|SLI60089|No Load||
68134|SLI60004|No Load||
68137|SLI60104|No Load||
68145|SLI60019|No Load||
68149|SLI60084|No Load||
68153|SLI60164|No Load||
68156|SLI60204|No Load||
68158|SLI60063|No Load||
68159|SLI60008|No Load||
68160|SLI60198|No Load||
68161|SLI60158|No Load||
68163|SLI60013|No Load||
68165|SLI60188|No Load||
68167|SLI60023|No Load||
68168|SLI60038|No Load||
68169|SLI60043|No Load||
68170|SLI60048|No Load||
68172|SLI60058|No Load||
68173|SLI60208|No Load||
68174|SLI60088|No Load||
68175|SLI60003|No Load||
68179|SLI60103|No Load||
68186|SLI60018|No Load||
68190|SLI60083|No Load||
68193|SLI60163|No Load||
68196|SLI60203|No Load||
68198|SLI65064|No Load||
68199|SLI65009|No Load||
68200|SLI65199|No Load||
68201|SLI65159|No Load||
68203|SLI65014|No Load||
68205|SLI65189|No Load||
68207|SLI65024|No Load||
68208|SLI65039|No Load||
68209|SLI65044|No Load||
68210|SLI65049|No Load||
68212|SLI65059|No Load||
68213|SLI65209|No Load||
68214|SLI65089|No Load||
68215|SLI65004|No Load||
68219|SLI65104|No Load||
68227|SLI65019|No Load||
68231|SLI65084|No Load||
68235|SLI65164|No Load||
68238|SLI65204|No Load||
68240|SLI65063|No Load||
68241|SLI65008|No Load||
68242|SLI65198|No Load||
68243|SLI65158|No Load||
68245|SLI65013|No Load||
68247|SLI65188|No Load||
68249|SLI65023|No Load||
68250|SLI65038|No Load||
68251|SLI65043|No Load||
68252|SLI65048|No Load||
68254|SLI65058|No Load||
68255|SLI65208|No Load||
68256|SLI65088|No Load||
68257|SLI65003|No Load||
68261|SLI65103|No Load||
68268|SLI65018|No Load||
68272|SLI65083|No Load||
68275|SLI65163|No Load||
68278|SLI65203|No Load||
68280|SLI60060|Deferred Sales Charge (Back End Load)||
68280|SLI60061|No Load||
68280|SLI60062|Low Service Charge||
68281|SLI60005|Deferred Sales Charge (Back End Load)||
68281|SLI60006|No Load||
68281|SLI60007|Low Service Charge||
68282|SLI60195|Deferred Sales Charge (Back End Load)||
68282|SLI60196|No Load||
68282|SLI60197|Low Service Charge||
68283|SLI60155|Deferred Sales Charge (Back End Load)||
68283|SLI60156|No Load||
68285|SLI60010|Deferred Sales Charge (Back End Load)||
68285|SLI60011|No Load||
68285|SLI60012|Low Service Charge||
68287|SLI60185|Deferred Sales Charge (Back End Load)||
68287|SLI60186|No Load||
68287|SLI60187|Low Service Charge||
68289|SLI60020|Deferred Sales Charge (Back End Load)||
68289|SLI60021|No Load||
68289|SLI60022|Low Service Charge||
68290|SLI60035|Deferred Sales Charge (Back End Load)||
68290|SLI60036|No Load||
68290|SLI60037|Low Service Charge||
68291|SLI60040|Deferred Sales Charge (Back End Load)||
68291|SLI60041|No Load||
68291|SLI60042|Low Service Charge||
68292|SLI60045|Deferred Sales Charge (Back End Load)||
68292|SLI60046|No Load||
68292|SLI60047|Low Service Charge||
68294|SLI60055|Deferred Sales Charge (Back End Load)||
68294|SLI60056|No Load||
68294|SLI60057|Low Service Charge||
68295|SLI60205|Deferred Sales Charge (Back End Load)||
68295|SLI60206|No Load||
68295|SLI60207|Low Service Charge||
68296|SLI60085|Deferred Sales Charge (Back End Load)||
68296|SLI60086|No Load||
68296|SLI60087|Low Service Charge||
68297|SLI60000|Deferred Sales Charge (Back End Load)||
68297|SLI60001|No Load||
68297|SLI60002|Low Service Charge||
68301|SLI60100|Deferred Sales Charge (Back End Load)||
68301|SLI60101|No Load||
68301|SLI60102|Low Service Charge||
68309|SLI60015|Deferred Sales Charge (Back End Load)||
68309|SLI60016|No Load||
68309|SLI60017|Low Service Charge||
68313|SLI60080|Deferred Sales Charge (Back End Load)||
68313|SLI60081|No Load||
68313|SLI60082|Low Service Charge||
68317|SLI60160|Deferred Sales Charge (Back End Load)||
68317|SLI60161|No Load||
68317|SLI60162|Low Service Charge||
68320|SLI60200|Deferred Sales Charge (Back End Load)||
68320|SLI60201|No Load||
68320|SLI60202|Low Service Charge||
68322|SLI65060|Deferred Sales Charge (Back End Load)||
68322|SLI65061|No Load||
68322|SLI65062|Low Service Charge||
68323|SLI65005|Deferred Sales Charge (Back End Load)||
68323|SLI65006|No Load||
68323|SLI65007|Low Service Charge||
68324|SLI65195|Deferred Sales Charge (Back End Load)||
68324|SLI65196|No Load||
68324|SLI65197|Low Service Charge||
68325|SLI65155|Deferred Sales Charge (Back End Load)||
68325|SLI65156|No Load||
68325|SLI65157|Low Service Charge||
68327|SLI65010|Deferred Sales Charge (Back End Load)||
68327|SLI65011|No Load||
68327|SLI65012|Low Service Charge||
68329|SLI65185|Deferred Sales Charge (Back End Load)||
68329|SLI65186|No Load||
68329|SLI65187|Low Service Charge||
68331|SLI65020|Deferred Sales Charge (Back End Load)||
68331|SLI65021|No Load||
68331|SLI65022|Low Service Charge||
68332|SLI65035|Deferred Sales Charge (Back End Load)||
68332|SLI65036|No Load||
68332|SLI65037|Low Service Charge||
68333|SLI65040|Deferred Sales Charge (Back End Load)||
68333|SLI65041|No Load||
68333|SLI65042|Low Service Charge||
68334|SLI65045|Deferred Sales Charge (Back End Load)||
68334|SLI65046|No Load||
68334|SLI65047|Low Service Charge||
68336|SLI65055|Deferred Sales Charge (Back End Load)||
68336|SLI65056|No Load||
68336|SLI65057|Low Service Charge||
68337|SLI65205|Deferred Sales Charge (Back End Load)||
68337|SLI65206|No Load||
68337|SLI65207|Low Service Charge||
68338|SLI65085|Deferred Sales Charge (Back End Load)||
68338|SLI65086|No Load||
68338|SLI65087|Low Service Charge||
68339|SLI65000|Deferred Sales Charge (Back End Load)||
68339|SLI65001|No Load||
68339|SLI65002|Low Service Charge||
68343|SLI65100|Deferred Sales Charge (Back End Load)||
68343|SLI65101|No Load||
68343|SLI65102|Low Service Charge||
68351|SLI65015|Deferred Sales Charge (Back End Load)||
68351|SLI65016|No Load||
68351|SLI65017|Low Service Charge||
68355|SLI65080|Deferred Sales Charge (Back End Load)||
68355|SLI65081|No Load||
68355|SLI65082|Low Service Charge||
68359|SLI65160|Deferred Sales Charge (Back End Load)||
68359|SLI65161|No Load||
68359|SLI65162|Low Service Charge||
68362|SLI65200|Deferred Sales Charge (Back End Load)||
68362|SLI65201|No Load||
68362|SLI65202|Low Service Charge||
68365|NBC1696|Deferred Sales Charge (Back End Load)||
68366|NBC3058|No Load||
68373|NBC3068|Deferred Sales Charge (Back End Load)||
68375|NPP228|Front End Load||
68376|NPP229|No Load||
68380|NBC3069|Deferred Sales Charge (Back End Load)||
68391|JHN8355|Deferred Sales Charge (Back End Load)||
68392|JHN1916|No Load||
68393|NBC1195|Deferred Sales Charge (Back End Load)||
68401|GOC8033|Front End Load||
68402|GOC8032|No Load||
68403|GOC8031|No Load||
68405|GOC90031|No Load||
68406|GOC9008|Front End Load||
68407|GOC90017|Front End Load||
68407|GOC90217|Low Service Charge||
68408|GOC90018|Front End Load||
68408|GOC90218|Low Service Charge||
68409|GOC90039|No Load||
68410|GOC90088|Front End Load||
68415|NEC451|Front End Load||
68416|NEC452|No Load||
68417|NEC453|Front End Load||
68418|NEC454|No Load||
68419|NEC456|Front End Load||
68420|NEC481|Front End Load||
68423|GOC70033|Front End Load||
68425|GOC70031|No Load||
68426|GOC7008|Front End Load||
68427|GOC70017|Front End Load||
68427|GOC70217|Low Service Charge||
68428|GOC70018|Front End Load||
68428|GOC70218|Low Service Charge||
68429|GOC70039|No Load||
68430|GOC70118|Front End Load||
68430|GOC70318|Low Service Charge||
68431|GOC70139|No Load||
68433|IAC1102|Front End Load||
68433|IAC1202|Deferred Sales Charge (Back End Load)||
68434|IAC1830|Front End Load||
68434|IAC1831|Deferred Sales Charge (Back End Load)||
68435|IAC1700|Front End Load||
68435|IAC1800|Deferred Sales Charge (Back End Load)||
68436|IAC524|Front End Load||
68436|IAC525|Deferred Sales Charge (Back End Load)||
68437|IAC854|Front End Load||
68437|IAC855|Deferred Sales Charge (Back End Load)||
68438|IAC844|Front End Load||
68438|IAC845|Deferred Sales Charge (Back End Load)||
68441|IAC1890|Front End Load||
68441|IAC1900|Deferred Sales Charge (Back End Load)||
68442|IAC344|Front End Load||
68442|IAC345|Deferred Sales Charge (Back End Load)||
68443|IAC1603|Front End Load||
68443|IAC1703|Deferred Sales Charge (Back End Load)||
68444|IAC8204|Front End Load||
68444|IAC8205|Deferred Sales Charge (Back End Load)||
68445|IAC8202|Front End Load||
68445|IAC8203|Deferred Sales Charge (Back End Load)||
68446|IAC1801|Front End Load||
68446|IAC1901|Deferred Sales Charge (Back End Load)||
68447|IAC8104|Front End Load||
68447|IAC8105|Deferred Sales Charge (Back End Load)||
68448|IAC8102|Front End Load||
68448|IAC8103|Deferred Sales Charge (Back End Load)||
68449|IAC8100|Front End Load||
68449|IAC8101|Deferred Sales Charge (Back End Load)||
68450|IAC824|Front End Load||
68450|IAC825|Deferred Sales Charge (Back End Load)||
68451|CCM4010|Deferred Sales Charge (Back End Load)||
68451|IAC4000|Front End Load||
68452|IAC8004|Front End Load||
68452|IAC8005|Deferred Sales Charge (Back End Load)||
68453|JHN8458|Deferred Sales Charge (Back End Load)||
68454|IAC8002|Front End Load||
68454|IAC8003|Deferred Sales Charge (Back End Load)||
68455|JHN8459|No Load||
68457|JHN8460|Deferred Sales Charge (Back End Load)||
68458|JHN8461|No Load||
68459|IAC8304|Front End Load||
68459|IAC8305|Deferred Sales Charge (Back End Load)||
68460|JHN8456|Deferred Sales Charge (Back End Load)||
68461|JHN8457|Deferred Sales Charge (Back End Load)||
68462|IAC8300|Front End Load||
68462|IAC8301|Deferred Sales Charge (Back End Load)||
68464|IAC8302|Front End Load||
68464|IAC8303|Deferred Sales Charge (Back End Load)||
68473|TEM111|No Load||
